@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute STD_DEV_COLS numeric
@attribute LOCAL_RATIO_EMPTY_ROW_5 numeric
@attribute LOCAL_DIGIT_AMOUNT_VARIANCE_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_WHITESPACE_ROW_0 numeric
@attribute LOCAL_RATIO_SPECIAL_CHAR_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
3306,6,2,7,0,0,16,9.142857,4.5,1407.102041,0,0,0,0,0,0.5,0.857143,0.285714,0.5,0,0,0,0.5,0,0,0,RELATION
3307,1,2,4,0,0,6.25,10,4.5,174.5,1,0,0,0,0,0.5,0.75,0,0.5,0.25,0.25,0,1,0,0,0,RELATION
3314,-0.333333,6,21,0,0,3.333333,2.380952,11,1007.482993,0.142857,0,0,0,0,0,0,0,0.333333,0,0,0.833333,0.666667,0,0.333333,0.333333,RELATION
3315,-11.052632,19,16,0,0,0.509695,0.9375,0.736842,0.058594,0,0.0625,0,0,0,0,0,0,0.157895,0,0,0,0.789474,0,0.157895,0.157895,RELATION
3317,0.5,1.916667,11.5,0.276385,0,1,2,7,37.355372,1,0,0,0,0,0,0.916667,0.181818,0.5,0,0,0.5,0,0,0.5,0.5,RELATION
3320,4,5,4,0,0,4,15.5,8.8,0,1,0,0,0,0,0,0,0,0.2,0,0,0.6,0.2,0,0,0,RELATION
3321,5,3,5,0,0,0.666667,0,4.333333,0.24,0,0,0,0,0.333333,0,0,1,0.666667,0,0,0.333333,0.666667,0,0,0,RELATION
3322,-0.2,3,5,0,0,6.222222,4.2,9.333333,0.16,0,0,0,0,0,0,0.8,0.8,0.666667,0.2,0.2,0,0.666667,0.8,0.333333,0.333333,RELATION
3330,4,3,4,0,0,54.888889,47.25,24.666667,0.5,0,0,0,0,0,0,1,1,0.666667,0,0,0.666667,0.666667,0,0,0,RELATION
3331,-8.625,12,16,0,0,1.243056,5.125,5.083333,1.25,0,0,0,0,0,0.083333,0.9375,0.9375,0.916667,0,0,0.166667,0.166667,0.9375,0.916667,0.916667,RELATION
3333,5.666667,2.833333,5.666667,0.372678,0,0.888889,14.5,13,119.76,1,0,0,0,0,0,0.833333,0.2,0.666667,0.166667,0.166667,0.5,0.333333,0,0,0,RELATION
3334,-0.6,5,5,0,0,0.4,3.6,7.4,5.36,0,0,0,0,0,0,0.8,0.6,0.8,0.2,0.2,0,0.2,0,0.6,0.6,RELATION
3338,1.6,5,10,0,0,1.2,1.2,12.6,25.76,0,0,0,0,0,0,0.8,0,0.6,0,0,0.6,0.4,0,0.4,0.4,RELATION
3344,-0.5,2.833333,5.666667,0.372678,0,0.666667,117.6,7.5,0.138889,0,0,0,0,0,0,0,0.833333,0.666667,0.166667,0,0,1,0,0.666667,0.666667,RELATION
3345,2.75,3.5,5.25,1.118034,0,0.6875,3,13,0,0,0,0,0,0,0.25,1,0,0.5,0,0,1,0.5,0,0.5,0.25,RELATION
3349,1,2,10,0,0,0.25,1.4,6.5,19.76,0,0,0,0,0,0,0.9,0,0.5,0.1,0.1,0,0.5,0,0.5,0.5,RELATION
3351,-11.043478,23,16,0,0,0.340265,1.1875,2.956522,0.5,0,0,0,0,0,0,0.875,0.875,0.913043,0.125,0.125,0,0.043478,0.875,0.913043,0.869565,RELATION
3352,-10.782609,23,16,0,0,0.476371,1.1875,2.956522,0.484375,0,0,0,0,0,0,0.875,0.875,0.913043,0.125,0.125,0,0.086957,0.875,0.913043,0.913043,RELATION
3354,1.2,6,5,0,0,35.583333,17.6,17.5,0.64,0,0,0,0,0,0,0.8,0.8,1,0,0,0.833333,0.5,0,0,0,RELATION
3358,1.8,4.75,3.8,0.433013,0,0.64,1.25,4,0,0,0,0,0,0,0,0.75,0.5,0.6,0.25,0.25,0,0.2,0,0.6,0.4,RELATION
3361,-1.2,4,5,0,0,0.6875,2.8,2.75,0.64,0,0,0,0,0,0,0.8,0.8,0.75,0.2,0.2,0,0.25,0.8,0.75,0.75,RELATION
3362,-0.5,4,3,0,0,1.25,3,2.75,0.888889,0,0,0,0,0,0,0.666667,0.666667,0.75,0.333333,0.333333,0,0.25,0.666667,0.75,0.75,RELATION
3363,32.8,5,56,0,0,0.64,2.089286,4,0.438457,0.982143,0.017857,0,0,0,0,0,0,0.2,0.017857,0.017857,0,0,0,0.2,0.2,RELATION
3364,1.666667,1.666667,2.5,0.471405,0,0,44,7,2601,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,RELATION
3370,-2.466667,5,15,0,0,0.16,2,3.6,0.248889,0,0,0,0,0,0.2,0.933333,0.933333,0.8,0,0,0,0.2,0.933333,0.8,0.8,RELATION
3371,-2.5,5,16,0,0,0.16,2,3.6,0.234375,0,0,0,0,0,0,0.9375,0.9375,0.8,0,0,0,0,0.9375,0.8,0.8,RELATION
3373,-2,10,4,0,0,0.96,4,2.8,0.5,0,0,0,0,0,0,0.75,0.75,0.9,0.25,0.25,0,0.9,0.75,0.9,0.9,RELATION
3376,8,8,5,0,0,0,8.6,7.25,8.24,0.6,0.2,0,0,0,0,0.4,0.4,1,0.2,0.2,0,1,0,0,0,RELATION
3377,8,8,5,0,0,0,7,7.25,3.76,0.6,0.2,0,0,0,0,0.4,0.4,1,0.2,0.2,0,1,0,0,0,RELATION
3379,0.638889,3.416667,61.5,1.187317,0,0,6.017241,563.25,47.183115,0.034483,0.017241,0,0,0,0,0.37931,0.396552,0,0.611111,0,0.25,0,0.275862,0,0.75,RELATION
3380,0.857143,6.666667,2.857143,0.471405,0,11.142857,13.666667,8,0,0,0,0,0,0,0,0.666667,1,0.714286,0.333333,0.333333,0.333333,0.714286,0,0,0,RELATION
3382,1.5,4,4,0,0,2.6875,4.5,6.5,7.6875,0,0,0,0,0,0,0.75,0.25,0.75,1,1,0,0.75,0,0,0,RELATION
3385,-1.181818,4.272727,6.714286,2.987578,0,0,2,7.714286,0,0,0,0,0,0,0.142857,0,0.833333,0.857143,0,0,0.428571,1,0,0,0,RELATION
3386,-1.181818,4.272727,6.714286,2.987578,0,0,6.166667,7.714286,0,0,0,0,0,0,0.142857,0.833333,0.833333,1,0,0,0.428571,1,0,0,0,RELATION
3387,-3.666667,6.333333,16.285714,1.885618,0,0,1.375,7.714286,0,0,0,0,0,0,0.142857,0,0.9375,0.857143,0,0,0.428571,1,0,0,0,RELATION
3388,-1.4,4.6,6.571429,2.939388,0,0,5.333333,7.714286,0.666667,0,0,0,0,0,0.142857,0.666667,0.833333,1,0,0,0.428571,1,0,0,0,RELATION
3390,3,3,2,0,0,0,63.5,16.666667,25,0,0,0,0,0,0,0.5,0.5,1,0,0,1,0.333333,0,0,0,RELATION
3392,5,1.666667,5,0.471405,0,12.25,236.833333,359,0.1875,0,0,0,0,0,0.5,0.833333,1,1,0,0,1,1,0,0,0,RELATION
3395,0.3,3.9,9.75,0.3,0,17.6875,26.3,10.333333,18.89,0,0,0,0,0,0.25,0,0.9,0.5,0.1,0.1,0.333333,0.75,0,0.25,0.25,RELATION
3396,2.666667,4,3,0,0,22.1875,6.666667,7.25,88.888889,0.666667,0.666667,0,0,0,0.25,0,0.666667,0.75,0.333333,0.333333,0.25,0.5,0.666667,0.25,0.25,RELATION
3399,-3.555556,9,8,0,0,1.580247,1.75,2.333333,0.609375,0,0,0,0,0,0,0.625,0.625,0.888889,0.125,0.125,0,0.777778,0,0.888889,0.111111,RELATION
3404,2.333333,3,7,0,0,0,7.714286,16.666667,1.959184,0.857143,0,0,0,0,0,0.857143,0.857143,0.666667,0,0,0.333333,1,0.857143,0.333333,0.333333,RELATION
3405,-10.263158,14,38,0,0,0.489796,1.026316,3.071429,0.025623,0,0,0,0,0,0.071429,0,0,0.571429,0.026316,0.026316,0,0.857143,0,0.428571,0.285714,RELATION
3406,-3,7.4,13.875,1.781385,0,1.805556,1.5,5.625,0.632653,0,0,0,0,0,0,0.928571,0.928571,0.75,0.066667,0.071429,0,0,0,0.5,0.5,RELATION
3413,-4.090909,11,7,0,0,0.991736,3.285714,3.909091,0,0,0,0,0,0,0.090909,0.428571,0.857143,0.454545,0,0,0,0.181818,0.857143,0.454545,0.818182,RELATION
3415,2,6,2,0,0,4.805556,7,6.833333,0.25,0,0,0,0,0,0,1,1,0.833333,0.5,0.5,0.666667,0.833333,0.5,0.833333,0.833333,RELATION
3417,-0.8,5,4,0,0,1.84,3.5,4.6,0.75,0,0,0,0,0,0,0.75,0.75,0.8,0.25,0.25,0,0.4,0.75,0.6,0.6,RELATION
3418,-0.8,5,4,0,0,1.84,3.5,4.6,2,0,0,0,0,0,0,0.75,0.75,0.8,0.25,0.25,0,0.4,0.75,0.6,0.6,RELATION
3426,-1.714286,6.333333,5.428571,1.490712,0,0.489796,3.8,5,0.16,0,0,0,0,0,0,0.8,0.8,0,0.333333,0.2,0,0.857143,0.666667,0,0.857143,RELATION
3429,5,2,5,0,0,0.25,1.6,22.5,157.44,1,0,0,0,0,0,1,0,0.5,0,0,0.5,0,0,0.5,0.5,RELATION
3432,-2.4375,6.4375,12.875,2.621277,0,0,1.083333,5.142857,0.243056,0,0,0,0,0,0,0.166667,0.916667,0.625,0,0,0.142857,1,0,0.625,0.625,RELATION
3435,2,4,2.666667,2,0,0.25,7,22.166667,54.1875,0,0,0,0,0,0.166667,0,0.75,0.166667,0.25,0.5,0.833333,0,0,0.166667,0.5,RELATION
3439,5,5,2,0,0,0,5,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
3444,15,5,15,0,0,0.96,0,5.6,0.24,1,0,0,0,0,0,0,1,0.4,0,0,0.2,0,0,0.4,0.4,RELATION
3453,-3.803571,7.910714,55.375,0.662161,0,0.9375,2.910714,13.333333,0.803253,0,0,0,0,0,0,0.964286,0.964286,0,0,0,0.333333,0,0,0,0.75,RELATION
3462,1,4,6,0,0,24.75,188.833333,8.75,0,0,0,0,1,0.25,0,0.333333,0,0.25,0,0,0.5,0.75,0,0,0,RELATION
3463,33,2,33,0,0,2.25,2.181818,49,580.795225,1,0,0,0,0,0,1,0.848485,1,0,0,0.5,0.5,0,0.5,0.5,RELATION
3465,-0.2,5,3,0,0,4.24,4.666667,4.8,14.222222,0,0,0,0,0,0.2,0.666667,0,0.4,0.333333,0.333333,0,0.6,0,0,0,RELATION
3467,2,4,6,0,0,1.6875,2.333333,5,135.333333,0,0,0,0,0,0.25,0.666667,0.833333,0.25,0,0,0.25,0,0,0,0.5,RELATION
3469,46,6,62,0,0,0,0,12,2.737773,0.112903,0,0,0,0,0,0,0.145161,0.5,0,0,0.666667,0.666667,0.145161,0.5,0,RELATION
3472,2,2.8,4.666667,0.4,0,1.555556,45.75,27.333333,0.16,0,0,0,0,0,0,0,1,0.666667,0,0,0.333333,0,0,0.333333,0.333333,RELATION
3473,3.4,5,5,0,0,6.96,6.6,26.2,51.84,0,0,0,0,0,0,0.8,0.8,1,0,0,0.8,0.4,0.6,0.6,0.6,RELATION
3477,0.086957,3.73913,21.5,0.845314,0,1,4.904762,127,4.630385,0,0,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0.5,RELATION
3480,4,2,4,0,0,0,23,22,99.1875,0,0,0,0,0,0,0,0,0,0.25,0.25,1,0.5,0,0,0,RELATION
3481,-0.5,3.5,5.25,1.118034,0,3.1875,10.4,9.75,36,0,0,0,0,0,0,0.8,0,0.5,0,0,0.5,0.5,0,0,0,RELATION
3482,-0.2,3.4,4.25,1.2,0,4,10.5,9.75,42.1875,0,0,0,0,0,0,0.75,0,0.5,0,0,0.5,0.5,0,0,0,RELATION
3484,4,6,7,0,0,0.555556,2.142857,3.5,0.530612,0,0,0,0,0,0,0.857143,1,0.666667,0,0,0,0.666667,0.428571,0.666667,0.5,RELATION
3485,0.857143,7,24,0,0,1.265306,6.708333,3.142857,0.359375,0,0,0,0,0,0,0,0.958333,0.428571,0.041667,0.041667,0,0,0.958333,0.428571,0.571429,RELATION
3487,34,2,34,0,0,0.25,37.882353,46.5,186.070069,0,0,0,0,0,0.5,1,1,1,0,0,1,1,1,0.5,0.5,RELATION
3488,-0.2,5,3,0,0,1.84,13,25.8,150.222222,0,0,0,0,0,0.2,1,1,1,0.333333,0.333333,1,0.4,0.666667,0.6,0.6,RELATION
3490,2,7.777778,8.75,0.628539,0,5.5,3.625,13,0.888889,0.111111,0,0,0,0,0.5,0.75,0.888889,0.75,0,0,0.5,0.75,0.111111,0.125,0.125,RELATION
3491,4.75,7.882353,16.75,0.470588,0,6.859375,2.3125,13,0.595156,0.058824,0,0,0,0,0.25,1,0.941176,0.75,0,0,0.5,0.375,0,0.375,0.125,RELATION
3492,-2.937888,11,161,0,0,12.909091,0.049689,9.363636,0.61726,0,0,0,0,0,0,0,0,0.363636,0,0,0.545455,0.272727,0,0.181818,0.181818,RELATION
3493,4.5,8,7,0,0,8.5,3.571429,7.375,11.061224,0,0,0,0,0,0,0,0,0.375,0.142857,0.142857,0.125,0.25,0,0.125,0.125,RELATION
3497,-2.3,7.7,9.625,0.9,0,0.359375,1.4,2.875,1.6,0,0,0,0,0,0,0.8,0.8,0,0,0,0.125,0,0,0,0.75,RELATION
3498,6.5,4,7,0,0,3.1875,3.142857,10,39.836735,1,0,0,0,0,0.25,0.142857,1,1,0,0,0.5,0.75,0,0,0,RELATION
3501,6.333333,9,6,0,0,2.320988,1.166667,2.666667,0.138889,0,0,0,0,0,0,0.833333,0.833333,1,0,0,0,0.222222,0.833333,0.777778,0.777778,RELATION
3503,0.5,4,31,0,0,11.1875,0.064516,2,0.031217,0,0.967742,0,0,0,0,0,0.967742,0.5,0.032258,0.032258,0,0.75,0,0,0,RELATION
3504,-1.2,5,4,0,0,0.16,2.5,6,8.5,0,0,0,0,0,0,1,0.75,0.8,0.25,0.25,0.8,0,0.75,0.8,0.8,RELATION
3507,-0.25,5.583333,7.444444,3.882833,0,0,0.142857,4,0.122449,0,0.857143,0,0,0,0,0,0,0.222222,0.083333,0.142857,0,0,0,0,0,RELATION
3510,-2.636364,5.545455,10.166667,0.49793,0,5.04,8.909091,9.666667,5,0,0,0,0,0,0,0.909091,1,0.833333,0.090909,0.090909,0.333333,0.8,0,0,0,RELATION
3512,7,2,7,0,0,0.25,57.285714,10.5,578.979592,0,0,0,0,0,0,0.142857,0,0,0,0,1,1,0,0,0,RELATION
3513,3,4,6,0,0,2.75,11.666667,8.75,8.666667,0.166667,0,0,0,0,0.5,0,0.666667,0.5,0,0,0,1,0,0,0,RELATION
3514,1,2,3,0,0,16,13,16.5,5.555556,0,0,0,0,0.5,0,0,0.666667,0.5,1,0,0.5,1,0,0,0,RELATION
3516,-1.230769,13,4,0,0,1.775148,2,2.538462,0.1875,0,0,0,0,0,0,0.75,0.75,0.846154,0.25,0.25,0,0.230769,0,0.846154,0.846154,RELATION
3522,2,2,2,0,0,6.25,29.5,18.5,0.25,0,0,0,0,0,0.5,0,1,0.5,0,0,0.5,0.5,0,0,0,RELATION
3528,-16,19,32,0,0,0.448753,1.15625,2.473684,0.030273,0,0,0,0,0,0,0.96875,0.96875,0.947368,1,0.03125,0,0.157895,0.96875,0.947368,0.947368,RELATION
3529,4,4,8,0,0,6.75,42.875,14.5,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0.5,0.25,0.125,0.25,0.25,RELATION
3530,6,2,6,0,0,2.25,8.833333,14.5,2980.222222,0,0,0,0,0,0,1,0.166667,0.5,0,0,1,0.5,0,0,0,RELATION
3535,4.5,1.857143,6.5,0.349927,0,0,20.285714,9.5,14.916667,0.833333,0,0,0,0,0,0.714286,0.833333,1,0.142857,0.166667,1,1,0,0,0,RELATION
3536,-0.818182,11,11,0,0,5.107438,7.545455,3.272727,0,0.090909,0,0,0,0,0,0.909091,0,0.636364,0.090909,0.090909,0,0.454545,0.363636,0.181818,0.272727,RELATION
3537,2.333333,3,7,0,0,14.222222,43.428571,8.333333,4.408163,0.142857,0,0,0,0,0,0.142857,0.857143,0.666667,0.142857,0.142857,0.333333,0.666667,0,0,0,RELATION
3538,0.6,9,4.090909,4,0,0,3,2.272727,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0.090909,0.909091,0.5,0,0,RELATION
3545,-22.205882,30.441176,29.571429,10.102973,0,0.964844,3.733333,2.514286,46.876667,0.4,0,0,0,0,0.057143,0.9,0.033333,0.828571,0.029412,0.033333,0,0.34375,0.8,0.828571,0.914286,RELATION
3548,2,4,4,0,0,0.6875,8.5,9,22.6875,0,0,0,0,0,0,0.5,0.25,0,0,0,0.75,0.5,0,0,0,RELATION
3549,-0.666667,3,6,0,0,0.222222,1,2.666667,0.138889,0,0,0,0,0,0,0.833333,0.833333,0.666667,0.166667,0.166667,0,0.333333,0.833333,0.666667,0.666667,RELATION
3552,1.333333,2.666667,2.666667,0.471405,0,48.222222,67,6.666667,2.25,0,0,0,0,0,0,0.666667,0.5,0.666667,0.333333,0.333333,0,0.666667,0,0,0,RELATION
3553,5,3,5,0,0,0.222222,2.6,4.666667,0.24,0,0,0,0,0,0,1,1,0.666667,0,0,0,0.333333,0,0.333333,0.333333,RELATION
3554,34,2,38,0,0,6.25,26.868421,19.5,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,RELATION
3557,8,2,8,0,0,0,32,13,320.75,0,0,0,0.125,0,0,0.875,0.875,1,0.125,0.125,0,1,0,0,0,RELATION
3558,0.333333,3,3,0,0,24.666667,2.333333,6,43.555556,0,0,0,0,0,0,0.666667,0.666667,1,0.333333,0.333333,0,0.666667,0.666667,0.333333,0.333333,RELATION
3564,3,2,3,0,0,0.25,1,32.5,72.666667,1,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0.5,0.5,RELATION
3565,15,3,15,0,0,4.666667,10,12.333333,42.515556,1,0,0,0,0,0,1,0.066667,0.666667,0,0,0.666667,0.333333,0,0.333333,0.333333,RELATION
3567,-3.111111,6.222222,8,1.872478,0,2.816327,8.75,16.5,0.408163,0,0,0,0,0,0.285714,0.875,1,0.714286,0,0,0.833333,0.857143,0,0,0,RELATION
3569,1,3.714286,6.5,0.699854,0,12.75,9.833333,8,5.265306,0.142857,0,0,0,0,0.25,0.833333,0.857143,0.5,0.142857,0.166667,0.25,0.5,0,0,0,RELATION
3570,2,4,3,0,0,0.5,1,3,2,0,0,0,0,0,0,1,0.666667,0.75,0.333333,0.333333,0,0,1,0.75,0.75,RELATION
3572,18.285714,7,44,0,0,14.204082,3.931818,6.714286,86.113636,0.977273,0,0,0,0,0.428571,0,0.977273,0.571429,0.022727,0.022727,0.714286,0.428571,0,0,0,RELATION
3573,5.285714,7,33,0,0,9.918367,3.909091,6.714286,83.219467,0.969697,0,0,0,0,0.428571,0,0.969697,0.428571,0.030303,0.030303,0.714286,0.428571,0,0,0,RELATION
3574,2,2,10,0,0,0.25,9.3,109,2561.44,0.8,0,0,0,0,0.5,1,0,0.5,0,0,1,0.5,0,0,0,RELATION
3575,5.333333,2.666667,5.333333,0.745356,0,0,13.6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0.333333,0,0,0,RELATION
3579,1.333333,6,3,0,0,2.333333,6,10.333333,32,0,0,0,0,0,0,0.666667,0.666667,0.833333,0.333333,0.333333,0.666667,0.666667,0,0,0,RELATION
3581,2.714286,6.9375,15.857143,0.242061,0,8.816327,5,6,11.109375,1,0,0,0,0,0.428571,0.9375,0.9375,0.857143,0.0625,0.0625,0,0.428571,0,0.142857,0.142857,RELATION
3583,-0.933333,15,4,0,0,1.36,1.25,2.333333,0.1875,0,0,0,0,0,0,0.75,0.75,0.933333,0.25,0.25,0,0.2,0.75,0.866667,0.866667,RELATION
3584,3,4,3,0,0,2.6875,7.333333,13.75,0,1,0,0,0,0,0,0.333333,0,0.5,0,0,0.5,0.5,0,0.25,0.25,RELATION
3585,4,2,4,0,0,0.25,2.75,35,299.6875,1,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0.5,0.5,RELATION
3586,10,2,10,0,0,12.25,5.1,24.5,87.69,1,0,0,0,0,0,1,1,1,0,0,0.5,1,0,0.5,0.5,RELATION
3589,-10.588235,17,14,0,0,1.425606,4.857143,2.352941,0.265306,0,0,0,0,0,0,0.928571,0.928571,0.941176,0.071429,0.071429,0,0.235294,0.928571,0.941176,0.941176,RELATION
3590,-3.285714,7,6.125,2.44949,0,0.9375,3.833333,15,0.583333,0,0,0,0,0,0,0.833333,0.666667,0,0.428571,0.333333,1,0.625,0,0,0.625,RELATION
3595,1.75,2,8,0,0,4,9.25,9.5,6.109375,0.75,0,0,0,0,0,0.875,0.125,0.5,0.125,0.125,0,0.5,0,0,0,RELATION
3596,27.666667,2.862069,27.666667,0.506791,0,14.222222,3,6,0,0,0,0,0,0,0,0,1,0.333333,0,0,0,0.333333,0,0,0,RELATION
3598,2,2,2,0,0,6.25,15.5,12,0,0,0,0,0,0,0,1,1,1,0,0,0.5,1,0,0,0,RELATION
3600,-0.357143,2.928571,13.666667,0.257539,0,0.888889,3,7,8.284024,0,0.071429,0,0,0,0,0.071429,0.076923,0,0,0,0.5,0.666667,0,0,0.333333,RELATION
3601,12,3,12,0,0,1.555556,9.75,5.666667,0.305556,0,0,0,1,0.333333,0.333333,0,1,0.666667,0,0,0.333333,0.333333,0,0.333333,0.333333,RELATION
3602,2.142857,6.2,13.285714,2.039608,0,0,9.307692,7.285714,0,0,0,0,0,0,0,0.923077,0.923077,0.714286,0.066667,0.076923,0,1,0,0,0,RELATION
3603,-1.095238,6.714286,40.285714,1.277753,0,0,9.375,7.285714,1.1475,0,0,0,0,0,0,0.975,0.825,0.571429,0.02381,0.025,0,1,0,0,0,RELATION
3604,5,3,5,0,0,0.888889,6.2,27.333333,91.44,1,0,0,0,0,0,0,0,0.333333,0,0,0.666667,0.333333,0,0,0,RELATION
3607,-0.692308,3,13,0,0,0.222222,1,2,0,0,0,0,0,0,0,0.923077,0.923077,0.666667,0.076923,0.076923,0,0,0.923077,0.666667,0.666667,RELATION
3610,6.25,3.833333,17.25,0.687184,0,3,91.470588,10,46.560554,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.823529,0,0,RELATION
3613,-2.992008,5,1001,0,0,29.84,7.007992,8.4,0.048902,0,0,0,0,0,0,0.647353,0.999001,0.8,0.000999,0.000999,0.4,0.4,0,0.6,0.6,RELATION
3615,10,3.818182,21,0.649221,0,4.6875,5,4.333333,0,0,0,0,0,0,0,0.952381,0,0.5,0.045455,0.047619,0.666667,0.5,0,0.25,0.25,RELATION
3616,-0.857143,14,3,0,0,0.816327,4.666667,7.142857,22.222222,0,0,0,0,0,0,0.666667,0.666667,0.928571,0.333333,0.333333,0.285714,0,0,0.928571,0.928571,RELATION
3617,0.16,4,25,0,0,1.5,3.32,4.5,0.0384,0,0,0,0,0,0,0.96,0.96,0.5,0.04,0.04,0,0.5,0,0.25,0.25,RELATION
3618,1.75,8,5,0,0,1.9375,4.6,5.125,0.24,0,0,0,0,0,0.125,1,0.8,0.5,0.2,0.2,0.25,0.5,0,0.5,0.5,RELATION
3626,1.666667,6,4,0,0,4.805556,5.75,6.5,18.5,0,0,0,0,0,0,0,0,0.333333,0.25,0.25,0,0.333333,0,0.166667,0.166667,RELATION
3627,6,6,10,0,0,4.888889,5.3,6.5,53.81,0,0,0,0,0,0,0,0,0.333333,0.1,0.1,0,0.333333,0,0.166667,0.166667,RELATION
3630,2.333333,2.333333,2.333333,0.942809,0,14,20.5,36,4,0,0,0,0,0,0.333333,1,1,0.666667,0.333333,0,1,0.333333,0,0,0,RELATION
3631,2.333333,3,7,0,0,0.888889,5,6,26.979592,0.857143,0,0,0,0,0,1,0.857143,0.666667,0,0,0.666667,0.666667,0,0,0,RELATION
3634,1.5,3,4,0,0,0,6.75,15.333333,6.75,0,0,0,0,0,0,1,1,1,0,0,1,0.333333,0.75,0.666667,0.666667,RELATION
3637,0.666667,2,3,0,0,20.25,17,8,12.666667,0,0,0,0,0,0.5,0,0.666667,0.5,0.333333,0.333333,0,0.5,0,0,0,RELATION
3638,1.5,4,4,0,0,8.6875,8.25,5,249.5,0.75,0,0,0,0,0,0.75,0.75,0.75,0.25,0.25,0,0.5,0,0,0,RELATION
3641,1,8,17,0,0,1.1875,22.470588,6,1.321799,0,0,0,0,0,0,0,0.941176,0.625,0.058824,0.058824,0.25,0.25,0.941176,0.375,0.375,RELATION
3642,1.142857,8,7,0,0,1.109375,19,6,2.693878,0,0,0,0,0,0,0,0.857143,0.5,0.142857,0.142857,0.25,0.25,0.857143,0.375,0.375,RELATION
3651,5.8,5,11,0,0,2.56,7.090909,9.4,0.77686,0.818182,0,0,0,0,0,0.909091,0.090909,0.2,0,0,0.4,0.2,0,0,0,RELATION
3653,1,3,2,0,0,3.555556,14.5,7.333333,0,0.5,0,0,0,0,0,0,1,0.666667,0,0,0.333333,0,0,0.666667,0.666667,RELATION
3655,9.8,5,13,0,0,11.36,8.384615,13,17.147929,0,0,0,0,0,0.2,0,0.615385,0.6,0,0,0.4,0.4,0,0,0.2,RELATION
3656,6.5,4,17,0,0,0,8.823529,28.25,1809.709343,0,0,0,0,0,0,0,0.176471,0,0,0,1,1,0,0,0,RELATION
3657,2,4,3,0,0,0.5,1,4.75,2.888889,0,0,0,0,0,0,1,0.666667,0.75,0.333333,0.333333,0.25,0.25,1,0.75,0.75,RELATION
3658,0.25,2,8,0,0,0,27.5,12.5,14.859375,0,0,0,0,0,0,1,0.875,1,0.125,0.125,1,0.5,0.875,0.5,0.5,RELATION
3659,31.4,5,53,0,0,2.24,5.037736,6,0.296191,0.981132,0,0,0,0,0.2,0.981132,0,0.6,0.018868,0.018868,0,0.4,0,0,0,RELATION
3660,3,3,11,0,0,0,2.090909,16.666667,15.603306,0.909091,0,0,0,0,0,0.909091,0.909091,1,0.090909,0.090909,0.666667,0.666667,0.909091,0.333333,0.333333,RELATION
3665,6,11,4,0,0,1.057851,1.25,4.636364,1.6875,0,0,0,0,0,0,0.75,0.75,1,0.25,0.25,0,0.272727,0.75,0.909091,0.909091,RELATION
3667,5,5,2.142857,2.828427,0,0.816327,7,63,9,0,0,0,0,0,0,0.5,0.5,0.714286,0.666667,0.5,1,0.428571,0.5,0,0,RELATION
3668,-1.714286,4,21,0,0,1.6875,4.333333,9.25,2.902494,0,0,0,0,0,0,0.952381,0.952381,0.75,0.047619,0.047619,0.75,0.75,0.952381,0.75,0.75,RELATION
3673,-9.25,13,16,0,0,2.43787,1.9375,2.769231,0.234375,0,0,0,0,0,0,0.875,0.9375,0.923077,0.25,0.25,0,0.769231,0,0.846154,0.846154,RELATION
