@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_CELL_LENGTH numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute RATIO_ALPHABETICAL numeric
@attribute STD_DEV_COLS numeric
@attribute MAX_COLS numeric
@attribute STD_DEV_ROWS numeric
@attribute LOCAL_AVG_LENGTH_COL_0 numeric
@attribute LOCAL_AVG_LENGTH_COL_1 numeric
@attribute LOCAL_AVG_LENGTH_COL_2 numeric
@attribute LOCAL_AVG_LENGTH_COL_3 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_5 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_AVG_LENGTH_ROW_1 numeric
@attribute LOCAL_AVG_LENGTH_ROW_2 numeric
@attribute LOCAL_AVG_LENGTH_ROW_3 numeric
@attribute LOCAL_AVG_LENGTH_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_0 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_1 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_2 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_3 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_4 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_0 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_1 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_2 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_3 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_4 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_0 numeric
@attribute LOCAL_RATIO_IMAGE_COL_1 numeric
@attribute LOCAL_RATIO_IMAGE_COL_2 numeric
@attribute LOCAL_RATIO_IMAGE_COL_3 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_IMAGE_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_0 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_1 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_2 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_3 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_4 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_5 numeric
@attribute LOCAL_RATIO_INPUT_COL_0 numeric
@attribute LOCAL_RATIO_INPUT_COL_1 numeric
@attribute LOCAL_RATIO_INPUT_COL_2 numeric
@attribute LOCAL_RATIO_INPUT_COL_3 numeric
@attribute LOCAL_RATIO_INPUT_COL_4 numeric
@attribute LOCAL_RATIO_INPUT_COL_5 numeric
@attribute LOCAL_RATIO_INPUT_ROW_0 numeric
@attribute LOCAL_RATIO_INPUT_ROW_1 numeric
@attribute LOCAL_RATIO_INPUT_ROW_2 numeric
@attribute LOCAL_RATIO_INPUT_ROW_3 numeric
@attribute LOCAL_RATIO_INPUT_ROW_4 numeric
@attribute LOCAL_RATIO_INPUT_ROW_5 numeric
@attribute LOCAL_RATIO_SELECT_COL_0 numeric
@attribute LOCAL_RATIO_SELECT_COL_1 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_SELECT_COL_3 numeric
@attribute LOCAL_RATIO_SELECT_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_5 numeric
@attribute LOCAL_RATIO_SELECT_ROW_0 numeric
@attribute LOCAL_RATIO_SELECT_ROW_1 numeric
@attribute LOCAL_RATIO_SELECT_ROW_2 numeric
@attribute LOCAL_RATIO_SELECT_ROW_3 numeric
@attribute LOCAL_RATIO_SELECT_ROW_4 numeric
@attribute LOCAL_RATIO_SELECT_ROW_5 numeric
@attribute LOCAL_RATIO_COLON_COL_0 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_3 numeric
@attribute LOCAL_RATIO_COLON_COL_4 numeric
@attribute LOCAL_RATIO_COLON_COL_5 numeric
@attribute LOCAL_RATIO_COLON_ROW_0 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_2 numeric
@attribute LOCAL_RATIO_COLON_ROW_3 numeric
@attribute LOCAL_RATIO_COLON_ROW_4 numeric
@attribute LOCAL_RATIO_COLON_ROW_5 numeric
@attribute LOCAL_RATIO_COMMA_COL_0 numeric
@attribute LOCAL_RATIO_COMMA_COL_1 numeric
@attribute LOCAL_RATIO_COMMA_COL_2 numeric
@attribute LOCAL_RATIO_COMMA_COL_3 numeric
@attribute LOCAL_RATIO_COMMA_COL_4 numeric
@attribute LOCAL_RATIO_COMMA_COL_5 numeric
@attribute LOCAL_RATIO_COMMA_ROW_0 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_2 numeric
@attribute LOCAL_RATIO_COMMA_ROW_3 numeric
@attribute LOCAL_RATIO_COMMA_ROW_4 numeric
@attribute LOCAL_RATIO_COMMA_ROW_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_5 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_HEADER_COL_3 numeric
@attribute LOCAL_RATIO_HEADER_COL_4 numeric
@attribute LOCAL_RATIO_HEADER_COL_5 numeric
@attribute LOCAL_RATIO_HEADER_ROW_0 numeric
@attribute LOCAL_RATIO_HEADER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_ROW_2 numeric
@attribute LOCAL_RATIO_HEADER_ROW_3 numeric
@attribute LOCAL_RATIO_HEADER_ROW_4 numeric
@attribute LOCAL_RATIO_HEADER_ROW_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_5 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
2361,3,11.75,4,2,0.5,0,4,0,38,3,3,3,3,3,12.75,10.75,10.75,10.75,12.75,10.75,16,0,0,0,0,0,285.1875,180.1875,180.1875,180.1875,285.1875,180.1875,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.75,0.75,0.75,0,0.75,ENTITY
2362,3,12,4,2,0.5,0,4,0,39,3,3,3,3,3,12.75,11.25,11.25,11.25,12.75,11.25,9,0,0,0,0,0,285.1875,204.1875,204.1875,204.1875,285.1875,204.1875,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.75,0.75,0.75,0,0.75,ENTITY
2363,1,174.833333,2,3,0.666667,0,2,0,17.333333,332.333333,332.333333,332.333333,17.333333,332.333333,64.5,402,402,402,402,58,6.222222,104766.888889,104766.888889,104766.888889,6.222222,104766.888889,2162.25,150544,150544,150544,150544,1444,0,0.666667,0.666667,0.666667,0,0.666667,0,0.5,0.5,0.5,0.5,0.5,0,0.333333,0.333333,0.333333,0,0.333333,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0.333333,0,0.333333,0.5,0,0,0,0,0,0,0.666667,0.666667,0.666667,0,0.666667,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2366,7.5,13.826087,1.916667,11.5,0.826087,0.276385,2,0.5,13.833333,13.818182,13.818182,13.818182,13.833333,13.818182,9,9.5,19.5,19.5,28.5,50,127.305556,149.603306,149.603306,149.603306,127.305556,149.603306,0,0.25,72.25,72.25,240.25,0,0.083333,0,0,0,0.083333,0,0,0,0,0,0,1,0.083333,0,0,0,0.083333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916667,0,0,0,0.916667,0,0.5,0.5,0.5,0.5,0.5,0,0,0.272727,0.272727,0.272727,0,0.272727,0,0,0,0,0.5,0,0,0.454545,0.454545,0.454545,0,0.454545,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909,0.090909,0.090909,0,0.090909,0,0,0,0,0,0,ENTITY
2367,2,9,2,2,0.5,0,2,0,4.5,13.5,13.5,13.5,4.5,13.5,10,8,8,8,10,8,0.25,6.25,6.25,6.25,0.25,6.25,36,9,9,9,36,9,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2372,1,11.166667,2,6,0.583333,0,2,0,18,4.333333,4.333333,4.333333,18,4.333333,12,11,7,7,11.5,14,24.666667,25.888889,25.888889,25.888889,24.666667,25.888889,9,100,49,49,56.25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.666667,0.666667,0,0.666667,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0,ENTITY
2373,1,9.125,4,2,0.625,0,4,0,10,14,6.5,6.5,6.5,6,8.75,9.5,9.5,9.5,8.75,9.5,36,0,2.25,2.25,2.25,36,18.6875,38.75,38.75,38.75,18.6875,38.75,0,0,0.5,0.5,0.5,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2376,4,27.4375,2,8,0.75,0,2,0,8.75,46.125,46.125,46.125,8.75,46.125,9.5,15,3,3,145.5,20,20.1875,8065.609375,8065.609375,8065.609375,20.1875,8065.609375,20.25,0,1,1,18906.25,9,0,0.375,0.375,0.375,0,0.375,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.375,0.375,0.375,0,0.375,0,0.5,0,0,0.5,0,0,0.375,0.375,0.375,0,0.375,0,0.5,0.5,0.5,0.5,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.125,0.125,0.125,0,0.125,0,0,0.5,0.5,0,0,ENTITY
2378,3,19.888889,3,2.25,0.888889,1.414214,4,0.433013,13.666667,17.5,21,21,21,30.5,18.5,26.25,26.25,26.25,26.25,0,93.555556,0.25,1,1,1,210.25,2.75,120.6875,120.6875,120.6875,120.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.5,0.5,0.5,0.5,0,0.75,0.75,0.75,0.75,0,0.333333,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2381,6,16.416667,2,6,0.5,0,2,0,11,21.833333,21.833333,21.833333,11,21.833333,15,18,19.5,19.5,27.5,10,9.666667,140.138889,140.138889,140.138889,9.666667,140.138889,100,36,72.25,72.25,156.25,0,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.166667,0.166667,0,0.166667,0,0,0,0,0,0,ENTITY
2382,1,7.75,2,4,0.625,0,2,0,6.25,9.25,9.25,9.25,6.25,9.25,7,4.5,10,10,10,9.5,2.6875,18.1875,18.1875,18.1875,2.6875,18.1875,4,2.25,25,25,25,0.25,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25,0,0.25,0,0,0.5,0.5,0.5,0,0,0.75,0.75,0.75,0,0.75,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0.5,0,0,0,0,ENTITY
2383,0.5,12,4,2,0.5,0,4,0,0.5,30,8,8,8,9.5,5.75,18.25,18.25,18.25,5.75,18.25,0.25,361,4,4,4,72.25,22.6875,357.1875,357.1875,357.1875,22.6875,357.1875,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2388,2,13.4,5,2,0.7,0,5,0,12,11,14,14,11,19,10.8,16,16,16,10.8,16,1,0,4,4,4,196,13.76,72.8,72.8,72.8,13.76,72.8,0.5,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.4,0.4,0,0.4,0.5,0.5,0.5,0.5,0,0,0,0.6,0.6,0.6,0,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2402,2,17.642857,2,7,0.642857,0,2,0,8.714286,26.571429,26.571429,26.571429,8.714286,26.571429,11.5,20,6.5,6.5,31.5,16.5,37.061224,311.673469,311.673469,311.673469,37.061224,311.673469,20.25,225,0.25,0.25,72.25,110.25,0,0.714286,0.714286,0.714286,0,0.714286,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,0.142857,0,0.142857,0,0.5,0,0,0,0,0,0.142857,0.142857,0.142857,0,0.142857,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.142857,0.142857,0.142857,0,0.142857,0,0,0,0,0,0,ENTITY
2403,1,38,3,2,0.5,0,3,0,88.5,4,4,4,4,21.5,16,60,60,60,16,60,3906.25,9,9,9,9,42.25,60.666667,4262,4262,4262,60.666667,4262,0.5,0,0,0,0,0.5,0,0.666667,0.666667,0.666667,0,0.666667,0.5,0,0,0,0,0,0,0.333333,0.333333,0.333333,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.666667,0.666667,0.666667,0,0.666667,1,0.5,0.5,0.5,0.5,0.5,0.333333,1,1,1,0.333333,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0,0,0.333333,0.333333,0.333333,0,0.333333,ENTITY
2407,4,22.0625,2,8,0.5,0,2,0,31.375,12.75,12.75,12.75,31.375,12.75,19.5,19.5,11.5,11.5,51,17,724.234375,133.4375,133.4375,133.4375,724.234375,133.4375,56.25,2.25,90.25,90.25,2401,256,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,0.25,0.25,0.125,0.25,0,0.5,0,0,0.5,0,0.125,0.75,0.75,0.75,0.125,0.75,0,0.5,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,ENTITY
2414,13,4.933333,15,2,0,0,15,0,5,5,5.5,5.5,2.5,5.5,6.266667,3.6,3.6,3.6,6.266667,3.6,1,1,0.25,0.25,6.25,30.25,1.662222,2.506667,2.506667,2.506667,1.662222,2.506667,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.866667,0.866667,0.866667,0.866667,0.866667,0.866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2415,0.666667,19,2,3,0.333333,0,2,0,8,30,30,30,8,30,4,26,26,26,26,27,8,338.666667,338.666667,338.666667,8,338.666667,0,256,256,256,256,289,0,0.666667,0.666667,0.666667,0,0.666667,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0,1,1,1,1,1,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2416,1,15,2,2,0.5,0,2,0,7,23,23,23,7,23,4,26,26,26,4,26,9,361,361,361,9,361,0,256,256,256,0,256,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2429,2,11,3,2,0.833333,0,3,0,14.5,8.5,8.5,8.5,8.5,10,11.333333,10.666667,10.666667,10.666667,11.333333,10.666667,20.25,6.25,6.25,6.25,6.25,1,30.888889,0.222222,0.222222,0.222222,30.888889,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.333333,0.333333,0.333333,0,0.333333,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2433,2,39.75,2,2,0.5,0,2,0,57.5,22,22,22,57.5,22,7.5,72,72,72,7.5,72,2756.25,144,144,144,2756.25,144,6.25,1444,1444,1444,6.25,1444,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2434,1.5,19.909091,1.833333,5.5,0.636364,0.372678,2,0.5,14.5,26.4,26.4,26.4,14.5,26.4,22,8.5,47,47,19,9,24.916667,820.24,820.24,820.24,24.916667,820.24,0,2.25,1225,1225,1,64,0,0.2,0.2,0.2,0,0.2,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0.833333,0,0,0.5,0.5,0.5,0.5,0.5,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0.5,0,0,1,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0.5,ENTITY
2439,2,16.833333,2,3,0.833333,0,2,0,8.666667,25,25,25,8.666667,25,13,21.5,21.5,21.5,21.5,16,26.888889,8,8,8,26.888889,8,64,30.25,30.25,30.25,30.25,121,0,0.333333,0.333333,0.333333,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.333333,0.333333,0.333333,0,0.333333,0,0,0,0,0,0.5,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2441,1,6,2,7,0.571429,0,2,0,6.857143,5.142857,5.142857,5.142857,6.857143,5.142857,5,5,6.5,6.5,4,6,6.122449,33.836735,33.836735,33.836735,6.122449,33.836735,25,4,0.25,0.25,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714286,0.714286,0.714286,0,0.714286,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0.285714,0.285714,0,0.285714,0,0,0.5,0.5,0,0.5,ENTITY
2442,2,7.571429,2,7,0.642857,0,2,0,6.857143,8.285714,8.285714,8.285714,6.857143,8.285714,5,5,6.5,6.5,15,7,6.122449,71.632653,71.632653,71.632653,6.122449,71.632653,25,4,0.25,0.25,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714286,0.714286,0.714286,0,0.714286,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0.285714,0.285714,0,0.285714,0,0,0.5,0.5,0,0.5,ENTITY
